Name,Assigned Male,Year,Assigned Female,Total
Callum,207.0,2013,,
Joshua,202.0,2013,,
Tyler,193.0,2013,3.0,196.0
David,190.0,2013,,
Connor,189.0,2013,,
Liam,216.0,2013,,
Luke,188.0,2013,,
Kyle,184.0,2013,,
Rory,182.0,2013,,
Michael,169.0,2013,,
Andrew,164.0,2013,,
Aiden,159.0,2013,,
Samuel,153.0,2013,,
Brodie,148.0,2013,8.0,156.0
William,187.0,2013,,
Kai,216.0,2013,2.0,218.0
Matthew,229.0,2013,,
Alexander,318.0,2013,,
Charlie,301.0,2013,29.0,330.0
Mason,292.0,2013,,
Noah,282.0,2013,,
Harris,270.0,2013,1.0,271.0
Riley,265.0,2013,7.0,272.0
Finlay,259.0,2013,1.0,260.0
Alfie,257.0,2013,,
Max,247.0,2013,1.0,248.0
Adam,243.0,2013,,
Thomas,241.0,2013,,
Leo,238.0,2013,,
Cameron,236.0,2013,5.0,241.0
Ryan,234.0,2013,,
Aaron,232.0,2013,,
Daniel,359.0,2013,,
Teegan,,2013,7.0,
Saoirse,,2013,7.0,
Raegan,,2013,7.0,
Destiny,,2013,6.0,
Blythe,,2013,6.0,
Baillie,,2013,6.0,
Piper,,2013,8.0,
Paris,,2013,8.0,
Noor,,2013,8.0,
Lisa,,2013,7.0,
Keeley,,2013,7.0,
Gabrielle,,2013,7.0,
Gemma,,2013,6.0,
Daniella,,2013,5.0,
Claire,,2013,5.0,
Lea,,2013,5.0,
Kirsten,,2013,5.0,
Kimberley,,2013,5.0,
Kelly,,2013,5.0,
Kathryn,,2013,5.0,
Kari,,2013,5.0,
Blaire,,2013,5.0,
Kaya,,2013,6.0,
Joy,,2013,6.0,
Jane,,2013,6.0,
Helen,,2013,6.0,
Katrina,,2013,6.0,
Ann,,2013,5.0,
Amanda,,2013,5.0,
Katy,,2013,13.0,
Jodie,,2013,14.0,
Courtney,,2013,14.0,
Tegan,,2013,14.0,
Morven,,2013,13.0,
Natasha,,2013,13.0,
Michelle,,2013,12.0,
Margaret,,2013,12.0,
Lori,,2013,12.0,
Leona,,2013,12.0,
Elle,,2013,12.0,
Danielle,,2013,12.0,
Skylar,,2013,13.0,
Alix,,2013,14.0,
Islay,,2013,16.0,
Stephanie,,2013,17.0,
Kayleigh,,2013,17.0,
Kacey,,2013,17.0,
Darci,,2013,17.0,
Chelsea,,2013,17.0,
Mary,,2013,16.0,
Nikola,,2013,15.0,
Louise,,2013,15.0,
Indi,,2013,15.0,
Fiona,,2013,15.0,
Billie,,2013,15.0,
Angel,,2013,15.0,
Rebekah,,2013,12.0,
Kendall,,2013,9.0,
Sasha,,2013,9.0,
Josie,,2013,9.0,
Bobbi,,2013,9.0,
Jess,,2013,9.0,
Teagan,,2013,9.0,
Josephine,,2013,8.0,
Jamie-Lee,,2013,8.0,
Dakota,,2013,8.0,
Angela,,2013,8.0,
Karis,,2013,11.0,
Shannon,,2013,12.0,
Christina,,2013,11.0,
Sinead,,2013,10.0,
Ashleigh,,2013,10.0,
Amira,,2013,9.0,
Hadley,1.0,2013,4.0,5.0
Gabriele,1.0,2013,2.0,3.0
Honey,1.0,2013,12.0,13.0
Jaye,1.0,2013,1.0,2.0
Joni,1.0,2013,2.0,3.0
Jorden,1.0,2013,1.0,2.0
Jorgie,1.0,2013,18.0,19.0
Jo,1.0,2013,1.0,2.0
Jody,1.0,2013,,
Indy,1.0,2013,4.0,5.0
Jaidyn,1.0,2013,,
Jaime,1.0,2013,3.0,4.0
Jade,1.0,2013,15.0,16.0
Cori,1.0,2013,,
Darcy,1.0,2013,46.0,47.0
Camryn,1.0,2013,2.0,3.0
Cailin,1.0,2013,1.0,2.0
Caley,1.0,2013,2.0,3.0
Christie,1.0,2013,3.0,4.0
Chen,1.0,2013,2.0,3.0
Che,1.0,2013,,
Edan,1.0,2013,,
Dee,1.0,2013,1.0,2.0
Deniz,1.0,2013,,
Denver,1.0,2013,1.0,2.0
Darrell,1.0,2013,,
Daryll,1.0,2013,,
Derri,1.0,2013,3.0,4.0
Devyn,1.0,2013,4.0,5.0
Indiana,1.0,2013,5.0,6.0
Kinley,1.0,2013,,
Kamryn,1.0,2013,4.0,5.0
Karsyn,1.0,2013,,
Kaci,1.0,2013,14.0,15.0
Kaelin,1.0,2013,1.0,2.0
Kendal,1.0,2013,6.0,7.0
Kerrin,1.0,2013,1.0,2.0
Kaylan,1.0,2013,1.0,2.0
Storm,,2014,2.0,
Stacey,,2014,2.0,
Simran,,2014,2.0,
Sian,,2014,2.0,
Rowen,,2014,2.0,
Kaya,,2014,2.0,
Kirstin,,2014,2.0,
Kia,,2014,2.0,
Jodi,,2014,2.0,
Jaymie,,2014,2.0,
Jane,,2014,2.0,
Jaimie,,2014,2.0,
Melanie,,2014,2.0,
Nikita,,2014,2.0,
Nadine,,2014,2.0,
Loren,,2014,2.0,
Lorna,,2014,2.0,
Lynn,,2014,2.0,
Marie,,2014,2.0,
Ainslie,,2014,1.0,
Aeryn,,2014,1.0,
Ari,,2014,1.0,
Ami,,2014,1.0,
Amrit,,2014,1.0,
Fiona,,2014,4.0,
Keeley,,2014,4.0,
Teigan,,2014,5.0,
Sally,,2014,5.0,
Agnes,,2014,4.0,
Blythe,,2014,4.0,
Alyx,,2014,4.0,
Ann,,2014,3.0,
Ainsley,,2014,3.0,
Anne,,2014,3.0,
Barbara,,2014,3.0,
Aubrey,,2014,3.0,
Ariya,,2014,3.0,
Noa,,2014,4.0,
Ryleigh,,2014,4.0,
Winter,,2014,4.0,
Vicky,,2014,4.0,
Valerie,,2014,4.0,
Toni,,2014,4.0,
Cindy,,2014,3.0,
Lea,,2014,7.0,
Kirsten,,2014,7.0,
Kelly,,2014,7.0,
Andi,,2014,6.0,
Angela,,2014,6.0,
Kaci,,2014,7.0,
Josie,,2014,7.0,
Jaime,,2014,7.0,
Sinead,,2014,8.0,
Michelle,,2014,8.0,
Mary,,2014,8.0,
Rae,,2014,8.0,
Alix,,2014,7.0,
Christie,,2014,7.0,
Charli,,2014,6.0,
Daniella,,2014,5.0,
Claire,,2014,5.0,
Ashleigh,,2014,5.0,
Malin,,2014,5.0,
Katrina,,2014,5.0,
Kari,,2014,5.0,
Joni,,2014,5.0,
Karen,,2014,6.0,
Christine,,2014,6.0,
Romy,,2014,6.0,
Natasha,,2014,6.0,
Monica,,2014,6.0,
Elisha,,2014,2.0,
Franki,,2014,2.0,
Everly,,2014,2.0,
Clare,,2014,2.0,
Cheryl,,2014,2.0,
Christy,,2014,2.0,
Deborah,,2014,2.0,
Julie,,2014,3.0,
Joanne,,2014,3.0,
Leigh,,2014,3.0,
Kristen,,2014,3.0,
Destiny,,2014,3.0,
Danni,,2014,3.0,
Iman,,2014,3.0,
Honey,,2014,3.0,
Harlie,,2014,3.0,
Frances,,2014,3.0,
Xin,,2014,3.0,
Tracy,,2014,3.0,
Yi,,2014,3.0,
Teegan,,2014,3.0,
Zi,,2014,3.0,
Sky,,2014,3.0,
Paula,,2014,3.0,
Paris,,2014,3.0,
Siobhan,,2014,3.0,
Nikki,,2014,1.0,
Nur,,2014,1.0,
Rayne,,2014,1.0,
Patricia,,2014,1.0,
Pamela,,2014,1.0,
Linda,,2014,1.0,
Terri,,2014,1.0,
Theresa,,2014,1.0,
Tanya,,2014,1.0,
Zia,,2014,1.0,
Sandie,,2014,1.0,
Shona,,2014,1.0,
Shaunie,,2014,1.0,
Carol,,2014,1.0,
Cassidy,,2014,1.0,
Broghan,,2014,1.0,
Blayre,,2014,1.0,
Debbie,,2014,1.0,
Divine,,2014,1.0,
Donna,,2014,1.0,
Cori,,2014,1.0,
Corrin,,2014,1.0,
Kerry,,2014,1.0,
Keryn,,2014,1.0,
Kiran,,2014,1.0,
Kristin,,2014,1.0,
Isa,,2014,1.0,
Harpreet,,2014,1.0,
Justine,,2014,1.0,
Kamryn,,2014,1.0,
Jayde,,2014,1.0,
Jamie-Lee,,2014,1.0,
Janet,,2014,1.0,
Jacqueline,,2014,1.0,
Jocelyn,,2014,1.0,
Sydney,1.0,2014,3.0,4.0
Summer,1.0,2014,96.0,97.0
Romi,1.0,2014,4.0,5.0
Rhian,1.0,2014,8.0,9.0
Rennie,1.0,2014,,
Ricki,1.0,2014,,
Rhyan,1.0,2014,1.0,2.0
Rikki,1.0,2014,,
Shiloh,1.0,2014,2.0,3.0
Skyler,1.0,2014,14.0,15.0
Sasha,1.0,2014,8.0,9.0
Sawyer,1.0,2014,1.0,2.0
Charlee,1.0,2014,4.0,5.0
Chen,1.0,2014,2.0,3.0
Brook,1.0,2014,1.0,2.0
Ayomide,1.0,2014,,
Bailie,1.0,2014,1.0,2.0
Bayley,1.0,2014,,
August,1.0,2014,,
Blaire,1.0,2014,7.0,8.0
Blayne,1.0,2014,,
Bo,1.0,2014,2.0,3.0
Bobbi,1.0,2014,6.0,7.0
Devyn,1.0,2014,3.0,4.0
Dilan,1.0,2014,,
Derryn,1.0,2014,,
Corrie,1.0,2014,3.0,4.0
Denver,1.0,2014,1.0,2.0
Deri,1.0,2014,1.0,2.0
Dana,1.0,2014,4.0,5.0
Daryll,1.0,2014,,
Jordon,1.0,2014,,
Johann,1.0,2014,,
Kaelin,1.0,2014,2.0,3.0
Jody,1.0,2014,2.0,3.0
Jules,1.0,2014,,
Joy,1.0,2014,7.0,8.0
Jean,1.0,2014,,
Jo,1.0,2014,,
Jerry,1.0,2014,,
Kendall,1.0,2014,19.0,20.0
Kim,1.0,2014,5.0,6.0
Kieren,1.0,2014,,
Kar,1.0,2014,,
Jaidyn,1.0,2014,,
Georgie,1.0,2014,27.0,28.0
Fallon,1.0,2014,6.0,7.0
Indy,1.0,2014,3.0,4.0
Jackie,1.0,2014,,
Harlow,1.0,2014,16.0,17.0
Kodie,1.0,2014,2.0,3.0
Niki,1.0,2014,1.0,2.0
Nicky,1.0,2014,,
Nova,1.0,2014,6.0,7.0
Noor,1.0,2014,10.0,11.0
Monroe,1.0,2014,5.0,6.0
Presley,1.0,2014,,
Raven,1.0,2014,5.0,6.0
Rana,1.0,2014,,
Raja,1.0,2014,,
Peyton,1.0,2014,29.0,30.0
Perry,1.0,2014,2.0,3.0
Lorne,1.0,2014,,
Maxi,1.0,2014,2.0,3.0
Ashley,1.0,2014,9.0,10.0
Bailey,27.0,2014,11.0,38.0
Rio,27.0,2014,1.0,28.0
Caiden,26.0,2014,1.0,27.0
Maxwell,25.0,2014,,
Ashton,24.0,2014,3.0,27.0
Darren,24.0,2014,,
Leighton,24.0,2014,1.0,25.0
Adrian,23.0,2014,,
Douglas,23.0,2014,,
Felix,23.0,2014,,
Grayson,23.0,2014,1.0,24.0
Kerr,23.0,2014,,
Lennon,23.0,2014,,
Caelan,22.0,2014,1.0,23.0
Campbell,22.0,2014,,
Lee,22.0,2014,1.0,23.0
Lennox,22.0,2014,,
Rowan,28.0,2014,30.0,58.0
Ronan,28.0,2014,,
Levi,28.0,2014,,
Kevin,34.0,2014,,
Taylor,34.0,2014,36.0,70.0
Ciaran,33.0,2014,,
Toby,33.0,2014,,
Tommy,33.0,2014,,
Craig,32.0,2014,,
Dean,32.0,2014,,
Conor,31.0,2014,,
Ruairidh,31.0,2014,,
Elliott,30.0,2014,,
Joel,30.0,2014,,
Stephen,30.0,2014,,
Stuart,30.0,2014,,
Cian,29.0,2014,,
Jonathan,29.0,2014,,
Bobby,28.0,2014,,
Joe,28.0,2014,,
Keir,28.0,2014,,
Roman,31.0,2014,,
Jax,34.0,2014,,
Ruben,22.0,2014,,
Muhammed,17.0,2014,1.0,18.0
Quinn,17.0,2014,18.0,35.0
Rohan,17.0,2014,,
Rudi,17.0,2014,2.0,19.0
Dillon,16.0,2014,,
Hudson,16.0,2014,1.0,17.0
Miller,16.0,2014,,
Robin,16.0,2014,3.0,19.0
Billy,15.0,2014,,
Colby,15.0,2014,2.0,17.0
Kade,15.0,2014,,
Michal,15.0,2014,,
Richard,15.0,2014,,
Shane,15.0,2014,,
Jan,17.0,2014,,
Jaiden,17.0,2014,,
Ali,21.0,2014,,
Arlo,21.0,2014,,
Brian,21.0,2014,,
Donald,21.0,2014,,
Martin,21.0,2014,,
Shaun,21.0,2014,,
Cohen,20.0,2014,,
Leyton,20.0,2014,,
Nairn,19.0,2014,,
Nico,22.0,2014,1.0,23.0
Ian,18.0,2014,,
Christian,17.0,2014,,
Hayden,34.0,2014,7.0,41.0
Scott,83.0,2014,,
Luca,82.0,2014,1.0,83.0
Kayden,81.0,2014,2.0,83.0
Blair,80.0,2014,8.0,88.0
Freddie,79.0,2014,,
Carson,74.0,2014,,
Aidan,73.0,2014,,
Brody,73.0,2014,1.0,74.0
Alex,71.0,2014,17.0,88.0
Cody,71.0,2014,,
Mohammed,71.0,2014,,
Ross,70.0,2014,,
Reuben,69.0,2014,,
Corey,65.0,2014,,
Hunter,64.0,2014,,
Reece,63.0,2014,,
Elliot,61.0,2014,2.0,63.0
Theo,85.0,2014,,
Jay,86.0,2014,,
Evan,87.0,2014,2.0,89.0
Christopher,87.0,2014,,
Kai,120.0,2014,,
Euan,114.0,2014,,
Arran,112.0,2014,1.0,113.0
Jayden,112.0,2014,2.0,114.0
Jake,111.0,2014,,
Cole,110.0,2014,,
Ollie,110.0,2014,,
Sam,110.0,2014,2.0,112.0
Finn,109.0,2014,,
Leon,108.0,2014,,
Angus,107.0,2014,,
Carter,58.0,2014,1.0,59.0
Fraser,104.0,2014,,
Blake,101.0,2014,9.0,110.0
Jude,98.0,2014,1.0,99.0
Calum,93.0,2014,,
Cooper,93.0,2014,,
George,91.0,2014,,
Robbie,91.0,2014,,
Rhys,88.0,2014,,
Callan,87.0,2014,,
Eli,34.0,2014,,
Harvey,58.0,2014,,
Austin,57.0,2014,,
Jason,43.0,2014,,
Dominic,42.0,2014,,
Steven,42.0,2014,,
Alistair,39.0,2014,,
Duncan,39.0,2014,,
Louie,39.0,2014,,
Mark,39.0,2014,,
Ewan,38.0,2014,,
Frankie,38.0,2014,22.0,60.0
Layton,38.0,2014,,
Finley,37.0,2014,1.0,38.0
Parker,37.0,2014,1.0,38.0
Danny,36.0,2014,,
Alan,35.0,2014,,
Ellis,43.0,2014,29.0,72.0
Mohammad,44.0,2014,,
Jordan,44.0,2014,,
Kaiden,57.0,2014,,
Struan,56.0,2014,,
Louis,53.0,2014,1.0,54.0
Sean,53.0,2014,,
Gabriel,51.0,2014,,
Joey,51.0,2014,,
Kieran,51.0,2014,,
Peter,58.0,2014,,
Sonny,51.0,2014,,
Innes,49.0,2014,1.0,50.0
Findlay,48.0,2014,,
Marcus,47.0,2014,,
Nicholas,47.0,2014,,
Shay,47.0,2014,2.0,49.0
Charles,46.0,2014,,
Paul,46.0,2014,,
Lyle,45.0,2014,,
Harley,44.0,2014,24.0,68.0
Flynn,49.0,2014,1.0,50.0
Tyler,123.0,2014,1.0,124.0
Arron,14.0,2014,,
Aden,7.0,2014,,
Aston,7.0,2014,,
Caden,7.0,2014,,
Chase,7.0,2014,,
Daryl,7.0,2014,,
Fionn,7.0,2014,,
Fynn,7.0,2014,,
Garry,7.0,2014,,
Gavin,7.0,2014,,
Glenn,7.0,2014,,
Tate,8.0,2014,1.0,9.0
Haris,8.0,2014,,
Jesse,8.0,2014,1.0,9.0
Grant,7.0,2014,,
Lucca,8.0,2014,,
Munro,8.0,2014,,
Oran,8.0,2014,2.0,10.0
Ray,8.0,2014,,
Reilly,8.0,2014,1.0,9.0
Ezra,8.0,2014,1.0,9.0
Julian,7.0,2014,,
Derek,6.0,2014,,
Edan,6.0,2014,,
Harri,6.0,2014,,
Karter,6.0,2014,,
Marshall,6.0,2014,,
Mckenzie,6.0,2014,4.0,10.0
Phoenix,6.0,2014,1.0,7.0
Cairn,6.0,2014,,
Mackenzie,7.0,2014,7.0,14.0
Micah,7.0,2014,,
Rayan,7.0,2014,1.0,8.0
Rian,7.0,2014,1.0,8.0
Innis,7.0,2014,1.0,8.0
Roan,7.0,2014,,
Shae,7.0,2014,3.0,10.0
Teddy,7.0,2014,2.0,9.0
Ryley,7.0,2014,1.0,8.0
Cory,12.0,2014,,
Gordon,12.0,2014,,
Harper,12.0,2014,75.0,87.0
Marley,12.0,2014,26.0,38.0
Mitchell,12.0,2014,,
Mylo,12.0,2014,,
Noel,12.0,2014,,
Spencer,12.0,2014,1.0,13.0
Conner,11.0,2014,,
Iain,11.0,2014,,
Ruari,13.0,2014,,
Marc,13.0,2014,,
Ayden,14.0,2014,,
Jai,14.0,2014,,
Kenzie,14.0,2014,7.0,21.0
Preston,14.0,2014,,
Rudy,14.0,2014,2.0,16.0
Kye,11.0,2014,,
Bruce,13.0,2014,,
Colin,13.0,2014,,
Drew,13.0,2014,,
Keegan,13.0,2014,1.0,14.0
Lawson,13.0,2014,,
Luka,13.0,2014,,
Cayden,13.0,2014,,
Devlin,8.0,2014,,
Kyran,11.0,2014,,
Casey,9.0,2014,42.0,51.0
Dara,9.0,2014,4.0,13.0
Eden,9.0,2014,46.0,55.0
Morgan,9.0,2014,25.0,34.0
Neil,9.0,2014,,
Torin,9.0,2014,,
Allan,8.0,2014,,
Ayan,8.0,2014,,
Bryce,8.0,2014,,
Cruz,8.0,2014,,
Rayyan,11.0,2014,,
Simon,11.0,2014,,
Stewart,11.0,2014,,
Zain,11.0,2014,1.0,12.0
Albie,10.0,2014,,
Brayden,10.0,2014,,
Darragh,10.0,2014,,
Gary,10.0,2014,,
Karson,10.0,2014,,
Keiran,10.0,2014,,
Kenneth,10.0,2014,,
Kody,10.0,2014,,
Mathew,10.0,2014,,
Francis,10.0,2014,,
Michael,127.0,2014,,
Ben,130.0,2014,,
Dakota,,2014,14.0,
Samantha,,2014,15.0,
Lori,,2014,15.0,
Leona,,2014,15.0,
Kirsty,,2014,15.0,
Elle,,2014,15.0,
Kelsey,,2014,16.0,
Karis,,2014,16.0,
Chelsea,,2014,16.0,
Marnie,,2014,17.0,
Kasey,,2014,12.0,
Indi,,2014,12.0,
Piper,,2014,13.0,
Jade,,2014,13.0,
Islay,,2014,13.0,
Courtney,,2014,13.0,
Kayleigh,,2014,12.0,
Kate,,2014,20.0,
Nicola,,2014,21.0,
Natalie,,2014,21.0,
Jennifer,,2014,21.0,
Darci,,2014,21.0,
Jorgie,,2014,22.0,
Indie,,2014,22.0,
Alisha,,2014,22.0,
Abbey,,2014,22.0,
Louise,,2014,23.0,
Heather,,2014,23.0,
Payton,,2014,20.0,
Abi,,2014,19.0,
Alana,,2014,17.0,
Skylar,,2014,18.0,
Miley,,2014,18.0,
Ciara,,2014,19.0,
Lisa,,2014,9.0,
Kendal,,2014,9.0,
Josephine,,2014,9.0,
Jess,,2014,9.0,
Gemma,,2014,9.0,
Christina,,2014,9.0,
Perrie,,2014,9.0,
Ruth,,2014,9.0,
Gabrielle,,2014,8.0,
Danielle,,2014,8.0,
Billie,,2014,8.0,
Teagan,,2014,9.0,
Wren,,2014,10.0,
Tegan,,2014,10.0,
Kimberley,,2014,11.0,
Katy,,2014,11.0,
Helen,,2014,11.0,
Amanda,,2014,11.0,
Shannon,,2014,12.0,
Margaret,,2014,12.0,
Saoirse,,2014,11.0,
Stephanie,,2014,11.0,
Rebekah,,2014,10.0,
Nikola,,2014,10.0,
Morven,,2014,10.0,
Kathryn,,2014,10.0,
Jodie,,2014,10.0,
Addison,,2014,10.0,
Melissa,,2014,24.0,
Kacey,,2014,24.0,
Leah,,2014,144.0,
Erin,,2014,154.0,
Katie,,2014,170.0,
Holly,,2014,208.0,
Anna,,2014,218.0,
Eilidh,,2014,224.0,
Emma,,2014,229.0,
Freya,,2014,249.0,
Grace,,2014,265.0,
Skye,,2014,130.0,
Kayla,,2014,84.0,
Sarah,,2014,88.0,
Iona,,2014,91.0,
Abbie,,2014,101.0,
Zoe,,2014,106.0,
Lilly,,2014,106.0,
Daisy,,2014,107.0,
Brooke,,2014,107.0,
Amy,,2014,111.0,
Amber,,2014,113.0,
Rebecca,,2014,115.0,
Robyn,,2014,100.0,
Amelia,,2014,372.0,
Riley,223.0,2014,8.0,231.0
Rory,215.0,2014,1.0,216.0
Matthew,214.0,2014,,
Joshua,213.0,2014,,
Jamie,211.0,2014,7.0,218.0
Ryan,208.0,2014,,
Luke,195.0,2014,,
William,180.0,2014,1.0,181.0
Liam,178.0,2014,,
Dylan,176.0,2014,,
Samuel,166.0,2014,,
Andrew,163.0,2014,,
David,154.0,2014,,
John,154.0,2014,,
Connor,146.0,2014,,
Brodie,144.0,2014,6.0,150.0
Kyle,144.0,2014,,
Joseph,143.0,2014,,
Kian,142.0,2014,,
Aiden,139.0,2014,,
Harrison,139.0,2014,1.0,140.0
Robert,135.0,2014,,
Thomas,228.0,2014,,
Leo,234.0,2014,,
Alfie,236.0,2014,1.0,237.0
Isla,,2014,435.0,
Olivia,,2014,485.0,
Sophie,,2014,542.0,
Jack,583.0,2014,1.0,584.0
James,466.0,2014,,
Lewis,411.0,2014,,
Logan,354.0,2014,3.0,357.0
Daniel,349.0,2014,,
Noah,321.0,2014,,
Charlie,320.0,2014,21.0,341.0
Alexander,309.0,2014,,
Mason,285.0,2014,,
Harris,276.0,2014,2.0,278.0
Max,274.0,2014,,
Finlay,267.0,2014,1.0,268.0
Adam,266.0,2014,,
Aaron,264.0,2014,,
Cameron,256.0,2014,5.0,261.0
Callum,252.0,2014,,
Maddison,,2014,30.0,
Laura,,2014,30.0,
Hayley,,2014,30.0,
Macey,,2014,31.0,
Hanna,,2014,33.0,
Victoria,,2014,36.0,
Catherine,,2014,36.0,
Callie,,2014,29.0,
Macy,,2014,29.0,
Katherine,,2014,25.0,
Eleanor,,2014,25.0,
Alba,,2014,26.0,
Rachel,,2014,53.0,
Madison,,2014,55.0,
Aimee,,2014,58.0,
Elizabeth,,2014,59.0,
Willow,,2014,62.0,
Rose,,2014,66.0,
Lauren,,2014,70.0,
Maria,,2014,46.0,
Darcey,,2014,38.0,
Sara,,2014,39.0,
Hope,,2014,39.0,
Alexandra,,2014,40.0,
Libby,,2014,42.0,
Lara,,2014,43.0,
Jessica,,2014,419.0,
Orrin,2.0,2014,2.0,4.0
Remy,2.0,2014,4.0,6.0
Mika,2.0,2014,1.0,3.0
Stevie,2.0,2014,3.0,5.0
Torrin,2.0,2014,1.0,3.0
Sol,2.0,2014,,
Sidney,2.0,2014,,
Shea,2.0,2014,,
Rogan,2.0,2014,,
Roshan,2.0,2014,,
Ruadhan,2.0,2014,,
Sammy,2.0,2014,,
Rui,2.0,2014,,
Johan,2.0,2014,,
Joss,2.0,2014,1.0,3.0
Graham,2.0,2014,,
Hadley,2.0,2014,1.0,3.0
Indiana,2.0,2014,,
Kori,2.0,2014,,
Lindsay,2.0,2014,,
Karsyn,2.0,2014,2.0,4.0
Kaylan,2.0,2014,,
Kennedy,2.0,2014,4.0,6.0
Kinley,2.0,2014,2.0,4.0
Amira,1.0,2014,16.0,17.0
Andrea,1.0,2014,5.0,6.0
Angel,1.0,2014,12.0,13.0
Aman,1.0,2014,1.0,2.0
Alexis,1.0,2014,52.0,53.0
Aria,1.0,2014,87.0,88.0
Ariel,1.0,2014,1.0,2.0
Arden,1.0,2014,1.0,2.0
Wen,2.0,2014,1.0,3.0
Yu,2.0,2014,4.0,6.0
Avery,3.0,2014,5.0,8.0
Baillie,3.0,2014,3.0,6.0
Nicol,4.0,2014,1.0,5.0
Reegan,4.0,2014,1.0,5.0
Reese,4.0,2014,2.0,6.0
Remi,4.0,2014,2.0,6.0
Sami,4.0,2014,,
Shawn,4.0,2014,,
Shaye,4.0,2014,,
Sunny,4.0,2014,,
Gareth,3.0,2014,,
Graeme,3.0,2014,,
Brooklyn,3.0,2014,12.0,15.0
Emile,3.0,2014,2.0,5.0
Dale,3.0,2014,,
Jaden,5.0,2014,,
Kaelan,5.0,2014,,
Kieron,5.0,2014,,
Kris,5.0,2014,,
Kristian,5.0,2014,,
Milan,5.0,2014,3.0,8.0
Millar,5.0,2014,,
Moray,5.0,2014,,
Ronnie,6.0,2014,1.0,7.0
Sandy,6.0,2014,1.0,7.0
Rylie,5.0,2014,4.0,9.0
Blaine,5.0,2014,,
Chris,5.0,2014,,
Derren,5.0,2014,,
Devon,5.0,2014,4.0,9.0
Bodhi,5.0,2014,,
Wallace,5.0,2014,1.0,6.0
Haydn,4.0,2014,,
Darryl,4.0,2014,,
Jia,4.0,2014,2.0,6.0
Kallan,4.0,2014,,
Kenzi,4.0,2014,1.0,5.0
Laurence,4.0,2014,,
Bryan,4.0,2014,,
Cade,4.0,2014,,
Codey,4.0,2014,,
Codie,4.0,2014,1.0,5.0
Corran,4.0,2014,,
Brogan,4.0,2014,6.0,10.0
Brodi,2.0,2014,,
Cailin,2.0,2014,1.0,3.0
Camryn,2.0,2014,2.0,4.0
Charley,2.0,2014,23.0,25.0
Che,2.0,2014,,
Clarke,2.0,2014,1.0,3.0
Codi,2.0,2014,4.0,6.0
Brett,2.0,2014,,
Arin,2.0,2014,,
Arya,2.0,2014,37.0,39.0
Ayman,2.0,2014,,
Barrie,2.0,2014,,
Beau,2.0,2014,12.0,14.0
Bobbie,2.0,2014,2.0,4.0
Gabriele,2.0,2014,2.0,4.0
Dani,2.0,2014,5.0,7.0
Darcy,2.0,2014,48.0,50.0
Dayle,2.0,2014,,
Corin,2.0,2014,,
Derri,2.0,2014,1.0,3.0
Derry,2.0,2014,,
Devin,2.0,2014,,
Brady,2.0,2014,,
Oakley,3.0,2014,2.0,5.0
Orin,3.0,2014,,
Reagan,3.0,2014,2.0,5.0
Reeve,3.0,2014,1.0,4.0
Regan,3.0,2014,2.0,5.0
Reid,3.0,2014,1.0,4.0
Reiss,3.0,2014,,
River,3.0,2014,7.0,10.0
Rylee,3.0,2014,5.0,8.0
Kodi,3.0,2014,,
Laurie,3.0,2014,6.0,9.0
Lawrie,3.0,2014,,
Aarron,2.0,2014,,
Zhi,3.0,2014,1.0,4.0
Ally,2.0,2014,,
Tayler,3.0,2014,,
Torran,3.0,2014,,
Ty,3.0,2014,,
Tylar,3.0,2014,,
Kaelin,,2015,1.0,
Karen,,2015,1.0,
Kari,,2015,1.0,
Jamielee,,2015,1.0,
Janet,,2015,1.0,
Jean,,2015,1.0,
Lyndsey,,2015,1.0,
Divine,,2015,1.0,
Cindy,,2015,1.0,
Chen,,2015,1.0,
Debbie,,2015,1.0,
Gillian,,2015,1.0,
Franki,,2015,1.0,
Sammi,,2015,1.0,
Sandie,,2015,1.0,
Shiloh,,2015,1.0,
Sian,,2015,1.0,
Roni,,2015,1.0,
Rylie,,2015,1.0,
Susan,,2015,1.0,
Storm,,2015,1.0,
Malin,,2015,1.0,
Maureen,,2015,1.0,
Pamela,,2015,1.0,
Nikki,,2015,1.0,
Marie,,2015,4.0,
Melanie,,2015,4.0,
Paula,,2015,4.0,
Harlie,,2015,4.0,
Helen,,2015,4.0,
Jane,,2015,4.0,
Joni,,2015,4.0,
Josie,,2015,4.0,
Lisa,,2015,4.0,
Andi,,2015,3.0,
Anne,,2015,3.0,
Arden,,2015,3.0,
Alyx,,2015,3.0,
Romy,,2015,4.0,
Sinead,,2015,4.0,
Teagan,,2015,4.0,
Toni,,2015,4.0,
Wren,,2015,4.0,
Lori,,2015,5.0,
Nadine,,2015,5.0,
Natasha,,2015,5.0,
Raegan,,2015,5.0,
Barbara,,2015,5.0,
Cassidy,,2015,5.0,
Dana,,2015,5.0,
Deborah,,2015,5.0,
Honey,,2015,5.0,
Sasha,,2015,5.0,
Blythe,,2015,4.0,
Bobbi,,2015,4.0,
Corrin,,2015,4.0,
Daniella,,2015,4.0,
Danni,,2015,4.0,
Destiny,,2015,4.0,
Sky,,2015,5.0,
Teigan,,2015,5.0,
Tanya,,2015,3.0,
Teegan,,2015,3.0,
Vicky,,2015,3.0,
Xin,,2015,3.0,
Raven,,2015,3.0,
